259,19
260,12
261,20
262,6
263,1
264,19
265,18
266,13
267,13
268,2
269,12
270,4
271,2
272,12
273,1
274,7
275,16
276,15
277,20
278,3
279,5
280,14
281,3
282,19
283,14
284,11
285,1
286,5
287,4
288,2
289,18
290,18
291,3
292,14
293,19
294,18
295,11
296,17
297,9
298,8
299,17
300,13
301,2
302,15
303,14
304,6
305,7
306,5
307,7
308,19
309,17
310,16
311,6
312,9
313,3
314,19
315,17
316,18
317,-1
318,7
319,12
320,3
321,4
322,17
323,5
324,5
325,20
326,-1
327,16
328,2
329,14
330,11
331,1
332,20
333,3
334,5
335,18
336,7
337,11
338,20
339,2
340,13
341,19
342,17
343,4
344,8
345,19
346,3
347,18
348,3
349,20
350,18
