128,3
129,12
130,11
131,10
132,7
133,20
134,1
135,13
136,19
137,12
138,2
139,16
140,8
141,5
142,14
143,13
144,16
145,6
146,-1
147,3
148,9
149,9
150,9
151,10
152,17
153,15
154,7
155,5
156,11
157,19
158,7
159,6
160,2
161,3
162,9
163,12
164,3
165,20
166,17
167,6
168,14
169,8
170,5
171,8
172,10
173,17
174,11
175,13
176,6
177,3
178,1
88,2
89,3
90,8
91,16
92,4
93,11
94,7
95,20
96,18
97,9
98,9
99,9
100,13
101,18
102,3
103,3
104,18
105,20
106,9
107,15
108,1
109,15
110,17
111,7
112,14
113,1
114,16
115,10
116,6
117,11
118,8
119,11
120,3
121,4
122,14
123,16
124,15
125,7
126,3
127,20
