128,6
129,1
130,3
131,13
132,6
133,5
134,12
135,19
136,14
137,17
138,14
139,9
140,4
141,5
142,17
143,3
144,8
145,19
146,9
147,6
148,13
149,1
150,14
151,7
152,10
153,11
154,17
155,15
156,17
157,-1
158,18
159,11
160,11
161,11
162,14
163,17
164,11
165,14
166,18
167,8
168,5
169,20
170,19
171,6
172,3
173,16
174,2
175,16
176,2
177,4
178,12
88,8
89,7
90,8
91,7
92,12
93,2
94,15
95,13
96,18
97,16
98,12
99,19
100,-1
101,7
102,15
103,11
104,14
105,4
106,6
107,7
108,20
109,5
110,14
111,-1
112,20
113,4
114,-1
115,2
116,18
117,13
118,1
119,11
120,13
121,1
122,11
123,12
124,4
125,11
126,18
127,14
