351,16
352,2
353,3
354,12
355,17
356,1
357,6
358,19
359,1
360,20
361,1
362,18
363,11
364,18
365,7
366,18
367,17
368,19
369,11
370,16
371,10
372,8
373,10
374,19
375,8
376,18
377,19
378,7
379,5
380,6
381,9
382,9
383,7
384,12
385,2
386,2
387,16
388,10
389,16
390,6
391,7
392,19
393,-1
394,7
395,9
396,18
397,2
398,7
399,12
400,9
401,4
402,15
403,10
404,16
405,20
406,12
407,7
408,12
409,17
410,16
411,16
412,8
413,18
414,10
415,12
416,7
417,13
418,16
419,9
420,6
421,11
422,15
423,8
424,5
425,13
426,9
427,15
428,6
429,17
430,15
431,16
432,7
433,15
434,-1
435,2
436,18
437,14
438,14
439,3
440,14
441,19
442,16
443,5
444,12
445,12
446,17
447,15
448,16
