256,13
257,5
258,20
179,9
180,16
181,4
182,1
183,16
184,1
185,7
186,3
187,17
188,1
189,3
190,16
191,6
192,11
193,14
194,7
195,12
196,3
197,17
198,-1
199,10
200,13
201,2
202,17
203,11
204,18
205,1
206,10
207,9
208,6
209,10
210,13
211,16
212,16
213,12
214,1
215,11
216,1
217,12
218,6
219,9
220,6
221,10
222,15
223,20
224,9
225,9
226,13
227,16
228,11
229,6
230,19
231,9
232,10
233,9
234,18
235,4
236,18
237,8
238,19
239,12
240,2
241,3
242,19
243,10
244,1
245,18
246,6
247,7
248,19
249,19
250,-1
251,4
252,14
253,2
254,15
255,9
