256,10
257,1
258,14
179,19
180,2
181,16
182,4
183,-1
184,9
185,3
186,8
187,-1
188,19
189,7
190,7
191,16
192,14
193,20
194,4
195,9
196,7
197,13
198,14
199,17
200,12
201,8
202,10
203,14
204,9
205,17
206,15
207,5
208,15
209,11
210,4
211,19
212,4
213,8
214,5
215,11
216,1
217,2
218,3
219,1
220,10
221,6
222,14
223,9
224,8
225,18
226,14
227,-1
228,1
229,20
230,14
231,5
232,16
233,17
234,6
235,13
236,11
237,4
238,14
239,6
240,11
241,7
242,17
243,19
244,19
245,20
246,8
247,8
248,2
249,13
250,16
251,12
252,7
253,2
254,4
255,15
