259,19
260,14
261,2
262,6
263,2
264,1
265,13
266,20
267,12
268,5
269,5
270,4
271,2
272,2
273,11
274,4
275,1
276,12
277,10
278,18
279,5
280,1
281,14
282,9
283,13
284,18
285,18
286,9
287,10
288,-1
289,19
290,16
291,3
292,1
293,16
294,14
295,12
296,16
297,2
298,12
299,3
300,15
301,6
302,13
303,13
304,20
305,18
306,2
307,10
308,6
309,5
310,16
311,7
312,11
313,2
314,1
315,9
316,18
317,15
318,19
319,19
320,9
321,17
322,-1
323,10
324,15
325,16
326,12
327,4
328,14
329,10
330,5
331,6
332,13
333,17
334,10
335,20
336,5
337,8
338,6
339,15
340,6
341,15
342,3
343,3
344,1
345,3
346,15
347,7
348,12
349,17
350,3
