259,20
260,2
261,20
262,6
263,8
264,9
265,9
266,9
267,3
268,3
269,8
270,9
271,1
272,3
273,16
274,3
275,6
276,16
277,20
278,17
279,8
280,16
281,7
282,15
283,8
284,8
285,6
286,3
287,15
288,19
289,2
290,4
291,11
292,-1
293,13
294,18
295,15
296,6
297,1
298,1
299,13
300,13
301,12
302,14
303,4
304,20
305,16
306,7
307,9
308,9
309,3
310,3
311,3
312,18
313,11
314,3
315,18
316,1
317,7
318,-1
319,10
320,20
321,6
322,2
323,14
324,9
325,2
326,16
327,4
328,6
329,6
330,13
331,5
332,19
333,16
334,8
335,20
336,5
337,17
338,13
339,15
340,-1
341,15
342,7
343,18
344,16
345,6
346,18
347,-1
348,2
349,4
350,6
