259,11
260,3
261,13
262,13
263,17
264,16
265,14
266,16
267,3
268,13
269,3
270,2
271,13
272,4
273,4
274,8
275,12
276,5
277,1
278,5
279,16
280,17
281,2
282,19
283,19
284,11
285,4
286,19
287,2
288,7
289,11
290,11
291,19
292,10
293,4
294,15
295,10
296,7
297,16
298,15
299,5
300,1
301,20
302,17
303,20
304,6
305,13
306,18
307,3
308,20
309,7
310,16
311,19
312,10
313,17
314,16
315,15
316,2
317,20
318,1
319,19
320,18
321,10
322,9
323,4
324,1
325,19
326,7
327,15
328,12
329,19
330,15
331,13
332,15
333,14
334,19
335,1
336,3
337,7
338,10
339,8
340,13
341,8
342,11
343,13
344,17
345,4
346,8
347,8
348,4
349,16
350,12
