259,15
260,9
261,13
262,13
263,12
264,17
265,18
266,11
267,11
268,6
269,17
270,17
271,15
272,-1
273,8
274,12
275,17
276,13
277,6
278,7
279,15
280,13
281,16
282,15
283,10
284,20
285,17
286,4
287,12
288,19
289,2
290,19
291,9
292,19
293,15
294,18
295,11
296,9
297,17
298,10
299,17
300,8
301,4
302,16
303,5
304,19
305,18
306,8
307,13
308,8
309,11
310,14
311,3
312,13
313,12
314,18
315,17
316,9
317,19
318,15
319,-1
320,19
321,9
322,1
323,15
324,4
325,7
326,1
327,1
328,3
329,19
330,2
331,4
332,14
333,3
334,9
335,8
336,19
337,12
338,20
339,10
340,17
341,16
342,5
343,6
344,1
345,10
346,11
347,20
348,13
349,12
350,19
