256,12
257,7
258,7
179,18
180,19
181,11
182,1
183,11
184,2
185,9
186,13
187,4
188,3
189,1
190,8
191,8
192,8
193,3
194,6
195,2
196,17
197,2
198,4
199,13
200,6
201,19
202,15
203,14
204,18
205,18
206,13
207,14
208,19
209,17
210,4
211,17
212,18
213,10
214,13
215,9
216,10
217,11
218,15
219,1
220,9
221,9
222,10
223,13
224,19
225,17
226,15
227,7
228,4
229,14
230,4
231,4
232,9
233,1
234,18
235,1
236,15
237,8
238,5
239,10
240,8
241,3
242,20
243,20
244,10
245,13
246,20
247,12
248,18
249,17
250,-1
251,11
252,6
253,13
254,17
255,5
