259,11
260,13
261,13
262,6
263,20
264,13
265,18
266,15
267,5
268,9
269,3
270,19
271,2
272,5
273,17
274,15
275,16
276,7
277,1
278,4
279,1
280,7
281,14
282,19
283,19
284,6
285,1
286,1
287,10
288,10
289,19
290,1
291,16
292,18
293,3
294,19
295,20
296,20
297,18
298,8
299,7
300,17
301,4
302,4
303,11
304,13
305,13
306,16
307,17
308,16
309,17
310,2
311,13
312,17
313,19
314,14
315,14
316,1
317,20
318,15
319,5
320,8
321,12
322,18
323,19
324,17
325,6
326,11
327,10
328,15
329,12
330,15
331,16
332,4
333,3
334,11
335,20
336,17
337,12
338,3
339,19
340,9
341,17
342,17
343,14
344,1
345,3
346,13
347,6
348,17
349,20
350,11
