351,4
352,2
353,6
354,15
355,13
356,10
357,3
358,12
359,10
360,18
361,8
362,20
363,11
364,14
365,14
366,16
367,9
368,12
369,2
370,13
371,2
372,4
373,15
374,12
375,4
376,15
377,2
378,2
379,7
380,11
381,12
382,2
383,5
384,11
385,8
386,8
387,13
388,5
389,3
390,17
391,16
392,6
393,13
394,9
395,20
396,18
397,2
398,5
399,10
400,9
401,2
402,3
403,18
404,14
405,20
406,7
407,3
408,14
409,9
410,20
411,6
412,13
413,17
414,19
415,8
416,10
417,7
418,8
419,7
420,8
421,17
422,4
423,17
424,5
425,8
426,12
427,13
428,18
429,13
430,12
431,20
432,10
433,10
434,18
435,3
436,14
437,20
438,2
439,11
440,6
441,5
442,4
443,1
444,9
445,7
446,18
447,5
448,1
