256,18
257,17
258,5
179,5
180,11
181,7
182,13
183,2
184,18
185,6
186,11
187,14
188,6
189,9
190,8
191,13
192,18
193,13
194,7
195,19
196,14
197,7
198,8
199,7
200,10
201,4
202,12
203,5
204,1
205,20
206,14
207,2
208,11
209,6
210,13
211,17
212,12
213,11
214,10
215,6
216,-1
217,12
218,1
219,2
220,13
221,3
222,3
223,2
224,7
225,19
226,9
227,7
228,3
229,4
230,14
231,15
232,14
233,13
234,20
235,17
236,2
237,4
238,5
239,15
240,16
241,8
242,16
243,5
244,13
245,18
246,17
247,14
248,15
249,14
250,19
251,11
252,19
253,10
254,13
255,20
