128,9
129,-1
130,16
131,20
132,19
133,19
134,14
135,16
136,14
137,3
138,4
139,11
140,9
141,15
142,8
143,5
144,17
145,18
146,11
147,4
148,13
149,16
150,16
151,8
152,5
153,15
154,13
155,14
156,3
157,20
158,15
159,14
160,20
161,16
162,15
163,18
164,20
165,17
166,16
167,19
168,16
169,17
170,1
171,10
172,1
173,3
174,-1
175,4
176,17
177,14
178,17
88,17
89,14
90,12
91,19
92,20
93,18
94,17
95,2
96,14
97,15
98,8
99,15
100,19
101,11
102,11
103,2
104,12
105,1
106,16
107,2
108,9
109,7
110,7
111,4
112,11
113,13
114,19
115,7
116,1
117,17
118,18
119,5
120,3
121,19
122,15
123,10
124,20
125,18
126,-1
127,16
