259,16
260,17
261,1
262,9
263,8
264,20
265,1
266,6
267,1
268,7
269,17
270,19
271,15
272,4
273,12
274,4
275,5
276,10
277,8
278,20
279,7
280,17
281,-1
282,14
283,16
284,2
285,10
286,5
287,10
288,4
289,17
290,20
291,6
292,5
293,1
294,9
295,17
296,5
297,4
298,17
299,9
300,20
301,13
302,9
303,15
304,3
305,12
306,15
307,17
308,17
309,12
310,7
311,11
312,20
313,17
314,1
315,3
316,8
317,19
318,10
319,13
320,3
321,5
322,7
323,10
324,8
325,15
326,5
327,5
328,13
329,9
330,6
331,13
332,19
333,16
334,5
335,2
336,19
337,19
338,10
339,2
340,11
341,12
342,13
343,16
344,12
345,7
346,5
347,7
348,18
349,20
350,5
