259,12
260,-1
261,15
262,10
263,8
264,5
265,20
266,4
267,9
268,1
269,20
270,11
271,8
272,12
273,15
274,12
275,20
276,17
277,2
278,11
279,19
280,9
281,4
282,1
283,13
284,16
285,14
286,-1
287,14
288,17
289,20
290,7
291,18
292,16
293,4
294,14
295,12
296,19
297,10
298,15
299,13
300,3
301,11
302,16
303,6
304,17
305,9
306,3
307,12
308,9
309,19
310,8
311,5
312,10
313,16
314,2
315,8
316,12
317,13
318,19
319,3
320,3
321,16
322,2
323,8
324,9
325,6
326,12
327,6
328,11
329,13
330,15
331,6
332,10
333,12
334,20
335,6
336,5
337,3
338,11
339,19
340,19
341,2
342,1
343,7
344,11
345,11
346,2
347,6
348,7
349,12
350,9
