256,6
257,6
258,5
179,9
180,5
181,16
182,1
183,12
184,16
185,14
186,5
187,10
188,11
189,19
190,15
191,18
192,19
193,18
194,1
195,20
196,2
197,4
198,14
199,2
200,2
201,9
202,19
203,9
204,19
205,10
206,7
207,5
208,6
209,18
210,1
211,3
212,10
213,8
214,16
215,20
216,10
217,19
218,15
219,2
220,2
221,16
222,15
223,-1
224,8
225,17
226,2
227,19
228,19
229,7
230,14
231,4
232,19
233,7
234,7
235,19
236,7
237,3
238,2
239,9
240,13
241,-1
242,7
243,9
244,20
245,3
246,13
247,1
248,12
249,7
250,6
251,15
252,5
253,14
254,10
255,12
